page_content,page,source,author,theme
"9 CONCLUSION 
NCTA commends the Commission for seeking new ways to develop more accurate and 
reliable data on spectrum use.  The record demonstrates that  a one- size- fits-all measurement 
approach would not achieve this goal.  Instead, the Commission should (1) develop a 
measurement approach based on a band’s or spectrum users’ overall public utility and not treat 
received power or channel occupancy as a proxy for utility, and (2) adopt measurement policies and approaches that are neutral with respect to technology and spectrum- use framework —no 
specific technology or framework should be favored. 
 
 Respectfully s ubmitted,  
 
  
 /s/  Traci Biswese                                 
Paul Margie  
Jason Neal  
Amy C. Robinson HWG LLP  
1919 M Street NW  8th Floor Washington, DC  20036 (202) 730-1300  Counsel for NCTA 
 Rick Chessen  
Becky Tangren  
Traci Biswese  
NCTA – The Internet & Television Association  
25 Massachusetts Avenue NW  
Suite 100 Washington, DC  20001 (202) 222-2459  November 2, 2023",10,NCTA NSF NOI - Reply Comments.pdf,NCTA – THE INTERNET & TELEVISION ASSOCIATION,Advancing Understanding of Non-Federal Spectrum Usage
"Before the  
FEDERAL COMMUNICATIONS COMMISSION  
Washington, DC 20554  
 
In the Matter of  
 
Advancing Understanding of Non -Federal 
Spectrum Usage  ) 
) 
) 
)  
 
WT Docket No. 23 -232 
 
SATELLITE INDUSTRY ASSOCIATION  REPLY COMMENTS  
The Satellite Industry Association (“SIA”)1 hereby addresses comments responding  to the 
Federal Communications Commission (“FCC”)  inquiry on non-federal radiofrequency spectrum 
usage.2  Any FCC spectrum occupancy survey  should be careful to differentiate be tween specific 
uses in different frequency band s without prioritiz ing any band s, technologies, services, or 
assignment methods.   Any related  policy change s should appropriate ly consider  each service’s 
purpose and qualitative features , such as the critical importance of satellite services for national 
security and public safety,  rather than  quantitative or efficiency metrics alone .  Such an exercise 
should also enlist non -crowdsourced, vetted, and safeguarded data to advance  well-articulated , 
timely  FCC action .  With this information , the FCC should foster spectrum policies that take a 
holistic approach to overall spectrum usage, competition , customer service quality , and other 
public interest benef its across the  full range of frequenc y bands, technologies , and uses .   
 
1 SIA Executive Members include the following : Amazon; The Boeing Company; Comtech; 
DIRECTV; EchoStar Corporation; HawkEye 360; Intelsat S.A.; Iridium Communications Inc.; 
Kratos Defense & Security Solutions; Ligado Networks; Lockheed Martin Corporation; Northrop 
Grumman; OneWeb; Planet Labs PBC; SES Americom, Inc.; Spire Global Inc.; and  Viasat Inc.   
SIA Associate Members include the following : ABS US Corp.; The Aerospace Corporation; Artel, 
LLC; AST Space Mobile; Astranis Space Technologies Corp.; Eutelsat America Corp.; 
ExoAnalytic Solutions; Inmarsat, Inc.; Kymeta Corporation; Leonardo  DRS; Lynk; Omnispace; 
OneWeb Technologies; Ovzon; Panasonic Avionics Corporation; Skyloom; Telesat; ULA and 
XTAR, LLC.  
2 See generally Advancing Understanding of Non -Federal Spectrum Usage , Notice of Inquiry, WT 
Docket No. 23 -232, FCC 23 -63 (rel. Aug. 4, 2023).",0,SIA - FCC Spectrum Usage NOI Reply Comments (for filing).pdf,SIA - SATELLITE INDUSTRY ASSOCIATION,Advancing Understanding of Non-Federal Spectrum Usage
"2 I. A ONE -SIZE -FITS -ALL APPROACH IS NOT WORKABLE FOR MEASURING 
SPECTRUM USAGE.  
SIA recommended that the FCC utilize  a service -by-service measurement methodology  to 
assess spectrum occupanc y.3  Multiple parties agree , noting that frequency, time, geography , and 
service  considerations all matter.  Regarding frequency  use, for example, national security radars 
may use their full bandwidth but not some predetermined output threshold  because radars employ 
frequency hopping to avoid jamming and detection.4  Regarding t emporal  use, for example, certain 
public safety services may have low-usage periods  but need sufficient capacity for high -use 
periods and emergencies .5  And r egarding geograp hic use , for example,  mobile service licensees 
have exclusive ly license d areas (some of which may not be fully occupied).6  What also is material 
is service type —including whether it provides for intra - or inter -service sharing, as is the case for 
most satellite services, or sharing  with federal users .  These examples demonstrate that customers ’ 
different service and associated spectrum usage needs  will require separate frequency band and 
service -specific usage studies.   An oversimplified analysis of one or more quantitative measures 
across all spectrum bands without considering these qualitative factors could misrepresent 
spectrum usage and undermine the agency’s goal s. 
Likewise, a ny spectrum usage survey  should not prioritize any frequency  bands  or uses .  
The FCC should reject argument s by few commenters  that any investigation should focus on non -
 
3 See SIA, Comments, WT Docket No. 23 -232, at PDF p. 2 -3 (filed Oct. 3, 2023)  (“SIA 
Comments”) . 
4 See Lockheed Martin , Comments , WT Docket No. 23 -232,  at 3 (filed Oct. 3, 2023) (“Lockheed 
Comments”) . 
5 See County of Los Angeles, Cali fornia, Comments, WT Docket No. 23 -232, at 3 -4 (filed Oct. 3, 
2023)  (“LA County Comments”) . 
6 See WISPA, Comments , WT Docket No. 23 -232, at 5-6 (filed Oct. 3, 2023)  (“WISPA 
Comments”) .",1,SIA - FCC Spectrum Usage NOI Reply Comments (for filing).pdf,SIA - SATELLITE INDUSTRY ASSOCIATION,Advancing Understanding of Non-Federal Spectrum Usage
"3 auctioned services operating under shared and unlicensed frameworks .7  As an initial matter, the 
Commission has recognized that non-auctioned spectrum supports some of the most critical 
services and applications ( e.g., for public safety and national security satellite applications) —and 
that effective  use of this spectrum is essential to safeguarding and promoting the public interest.  
Moreover, while it would be a mistake to prioritize based on “spectral efficiency” in any event, 
the mere fact that spectrum has been acquired through an auction  does not mean  licensees are using 
the spectrum efficiently .8  To the contrary, the fact that spectrum is auctioned typically limit s the 
potential uses of the relevant spectrum  (e.g., for public safety and national security satellite 
purposes) .  Moreover, the FCC has recognized that auction winners may have the ability and the 
incentive to underutilize auctioned spectrum, which is why the FCC  has develop ed policies and 
rules to ensure greater deployment and continued usage of auctioned and non -auctioned wireless 
services in recent years ,9 reflecting that these services should not be exempt  from this examination .  
Further, this position, if adopted,  could limit spectrum uses where the United States plays a 
leadership role, as demonstrated by com menters (including SIA),10 employing spectrum for public 
safety, enterprise, unlicensed, broadcasting, microwave and fixed wireless, radar, and other 
technologies and uses.   
The satellite industry has continued to demonstrate good stewardship in its wide range of 
uses across multiple bands  by investing billions in expensive technologies under an effective and 
 
7 See CTIA, Comments, WT Docket No. 23 -232, at 2-5 (filed Oct. 3, 2023) (“CTIA Comments”); 
Verizon, Comments, WT Docket No. 23 -232, at 1-2, 6 (filed Oct. 3, 2023).  
8 See Lockheed Comments at 6.  
9 See, e.g. , 47 C.F.R. §§ 1.949, 1.953.  See generally Amendment of Parts 1, 22, 24, 27, 74, 80, 90, 
95, and 101  To Establish Uniform License Renewal, Discontinuance of Operation, and 
Geographic Partitioning and Spectrum Disaggregation Rules and Policies for Certain Wireless 
Radio Services , Report and Order et al., 32 FCC Rcd 8874  (2017).  
10 See, e.g. , Lockheed Comme nts at 8; SIA Comments at Appendix 1.",2,SIA - FCC Spectrum Usage NOI Reply Comments (for filing).pdf,SIA - SATELLITE INDUSTRY ASSOCIATION,Advancing Understanding of Non-Federal Spectrum Usage
"4 efficient non -auction ed model.11  National security, public safety, and other critical U.S. interests 
demand robust, reliable, and timely satellite  spectrum deployment , and commercial satellite 
spectrum is increasingly relied upon to support federal operations .  The recent SIA Spectrum 
Report confirms th ese conclusion s.  The number of operational satellites, space -based data 
capacity, and Earth observa tion data collections  and downloads have grown and will continue 
increasing exponentially.12  As Chairwoman Rosenworcel recently remarked  at Silicon Valley 
Space Week, the agency has pending applications for more than 56,000 satellites, twice the number 
from four years ago, as well as “new applications for novel space activities like lunar landers, 
space tugs that can deploy other satellites, and space antenna farms that can relay 
communications.”13  This influx  stems from the considerable investme nt throughout the satellite 
industry to transform mobile communications ; broadband connectivity ; internet -of-things  and 
machine -to-machine connectivity;  broadcast ; remote sensing and imaging ; positioning, 
navigation, and timing services;  in-space servicing , assembly, and manufacturing ; and more.  
Given these realities,  the Commission has no reason to presume that particular portions of non-
 
11 Another commenter calls for greater deployment of  a flexible use framework  “that incentivize [s] 
stakeholders to negotiate amongst themselves for spectrum access .”  Thomas Hazlett et al., 
Comments, WT Docket No. 23 -232, at 8 (filed Oct. 3, 2023).  Flexibility is always appreciated.  
But, w ith 15 gigahertz of  additional satellite spectrum needed, now is not the time to  explore 
opening all existing satellite spectrum for non -satellite uses.  See SIA Comments, Appendix 1.  
12 See generally  SIA Comments, Appendix 1.  
13 Remarks of FCC Chairwoman Jessica Rosenworcel, Silicon Valley Space Week, Computer 
History  Museum, Mountain View, CA (Oct. 17, 2023),  https://tinyurl.com/24m7rxue .",3,SIA - FCC Spectrum Usage NOI Reply Comments (for filing).pdf,SIA - SATELLITE INDUSTRY ASSOCIATION,Advancing Understanding of Non-Federal Spectrum Usage
"5 auctioned spectrum are any less used than auctioned spectrum ,14 and any spectrum usage 
examination pursued through this  proceeding should equally explore all bands .15 
Context is important to fully  understand spectrum occupancy .  AT&T supports “the goal 
of more efficient use of the national spectrum resources, [but] what that means and how to achieve 
that goal is contextual .”16  Efficiency is not always the most important factor when evaluating 
whether a particular frequency band is “used.”  Lock heed Martin, therefore, urges the Commission 
to incorporat e the qualitative features of a given service into how spectrum use is measured, as 
opposed to relying solely upon quantitative measures.17  Taken alone, for instance, quantitative 
metrics fail to c onsider the public safety and national security considerations of how certain 
systems use spectrum to meet their defined missions.   SIA encourages further consideration of this 
reframing when attempting to evaluate the extent of  spectrum usage .  
 
14 Contrary to one commenter’s claim, current mobile -satellite service (“MSS”) licensees have 
spent decades and billions of dollars to develop, enhance, and expand coverage.   Any sugg estion 
otherwise is based on parochial concerns, limited to discrete frequencies the commenter  is seeking 
to use, and it would be inappropriate to generalize from these anecdotal examples to the entire 
MSS industry.   See SpaceX, Comments, WT Docket No. 23 -232, at 2 (filed Oct. 3, 2023) (“SpaceX 
Comments”); see also  EchoStar et al., Comments, GN Docket No. 23 -65, at 1 -2 (filed May 12, 
2023); Iridium, Comments, GN Docket No. 23 -65, at 3 -4 (filed May 12, 2023); Omnispace, 
Comments, GN Docket No. 23 -65, at 2 -3 (filed May 12, 2023); Globalstar, Comments, GN Docket 
No. 23 -65, at 2 -3 (filed May 12, 2023); Letter from Kara Azocar, Vice President, Regulatory, 
Iridium and L. Barbee Ponder IV, General Counsel & Vice President Regulatory Affairs, 
Globalstar, to Marlene H. Dortch, FCC, GN Docket No. 23 -65, at 1 (filed June 28, 2023) (“[M]ass -
market consumer devices support MSS reception today, and this capability will become ubiquitous 
within the near future.”).   
15 One party calls for the FCC to secur e spectrum usage data using a light licensing database model  
in millimeter -wave bands .  See SpaceX Comments at 3 -7.  Although not an issue in this 
proceeding, SIA has related concerns.   This model cannot accommodate mobile earth stations 
given their ubiquit ous, roving deployment characteristics and individually licensed earth stations 
given their different system architectures, earth station operational parameters, and interference 
protection criteria, among other coordination considerations.  
16 AT&T Comments , WT Docket No. 23 -232, at 6 (filed Oct. 3, 2023)  (“AT&T Comments”) . 
17 See Lockheed Comments at 4.",4,SIA - FCC Spectrum Usage NOI Reply Comments (for filing).pdf,SIA - SATELLITE INDUSTRY ASSOCIATION,Advancing Understanding of Non-Federal Spectrum Usage
"6 II. ANY SPECTR UM USAGE DATA COLLECTION SHOULD ENLIST NON -
CROWDSOURCED, VETTED, AND SAFEGUARDED DATA TO AID WELL -
ARTICULATED , TIMELY  FCC ACTION . 
Data hygiene concerns can plague crowdsourced and sens ing data.  While crowdsourced 
data can provide valuable insights in certain contexts, such data can lack sufficient accuracy , 
uniformity, and granularity for many use cases .18  It has the potential to introduce  
“misu nderstandings about the particular usage in specifi c bands ” and “ potential prejudices with 
the sources used .”19  Sens ing data can suffer technological and legitimacy concerns.  Such data 
quality can depend on the antenna efficiency and software defined radio in the desired spectrum 
bands, potential antenna  obstructions in relation to the signal source, installation issues  (such as 
damaged antenna cables ), and sensing operators not inventing  or corrupt ing data for 
reimbursement .20  Given these concerns, SIA recommends that the Commission rely primarily on  
credible public resources in this proceeding, includ ing existing FCC databases, National 
Telecommunications and Information Administration  spectrum usage information, and frequency 
advisory committees.21   
Another key consideration is privacy.  SIA concurs w ith AT&T and CTIA that data 
collections should be narrowly tailored and consistent with past FCC practice by gathering only 
appropriate information  and safeguarding customer data and business competitive  sensitivities.22 
How and when the FCC  uses sanitized, screened spectrum usage data is  critical .  In this 
 
18 See WISPA Comments  at 9. 
19 LA County Comments at 8.  
20 See Professor Anant Sahai and Dr. Ali Abedi, University of California, Berkeley , Comments, 
WT Docket No. 23 -232, at PDF p. 2 (filed Oct. 3, 2023).  
21 See CTIA Comments at 8 -10; LA County Comments at 8.  
22 See, e.g. , AT&T Comments at 6; CTIA Comments at 10.",5,SIA - FCC Spectrum Usage NOI Reply Comments (for filing).pdf,SIA - SATELLITE INDUSTRY ASSOCIATION,Advancing Understanding of Non-Federal Spectrum Usage
"7 respect, SIA supports the three measurement data principles that NCTA  advances , provided  that 
they are implemented in a way that leaves for consideration of the qualitative factors that SIA 
noted in its initial comments and above .23  Implementing such guideposts ensures spectrum usage 
data is gathered and deployed  only when the FCC needs the data for “ a particular proceeding, 
purpose, or band, rather than adopting any single approach for all its needs. ”24     
III. CONCLUSION . 
Tailor ed FCC examination of high -fidelity and safeguarded spectrum occupancy data will 
foster better understanding of all non-federal spectrum usage  while helping support well -
articulated spectrum policy decision -making that rewards American consumers .  SIA looks 
forward to advancing this discussion , especially regarding how to develop meaningful  and reliable  
spectrum usage survey s and poli cymaking . 
 Respectfully submitted,  
 
SATELLITE INDUSTRY ASSOCIATION  
 
 Tom Stroup  
President  
1200 18th Street, NW  
Suite 975  
Washington, DC 20036  
+1 202-503-1560  
  
November 2 , 2023  
 
 
23 See NCTA, Comments,  WT Docket No. 23 -232, at 2 (filed Oct. 3, 2023)  (“First, a ny 
measurement approach should be tailored to the Commission’s intended use of the data. . . . 
Second, any analytic approach employed by the Commission should be neutral to avoid over - or 
undervaluing a particular service or technology. . . .  Third, usage  measurement, while important 
to policymaking, should not become a tool for blocking Commission action.”) . 
24 Id. at 2.",6,SIA - FCC Spectrum Usage NOI Reply Comments (for filing).pdf,SIA - SATELLITE INDUSTRY ASSOCIATION,Advancing Understanding of Non-Federal Spectrum Usage
"1 
 Before the 
Federal Communications Commission  
Washington, D.C.  20554  
  
In the Matter of  
 
Advancing Understanding of Non -Federal 
Spectrum Use  
 
To:  The Commission  ) 
) 
) 
) 
) 
)  
 
WT Docket No. 23 -232 
 
 
 
REPLY COMMENTS OF WISPA – BROADBAND  WITHOUT BOUNDARIES  
 WISPA  – Broadband Without Boundaries  hereby submits these reply comments in 
response to initial Comments submitted on the Notice of Inquiry (“ NOI”) in the above -captioned 
proceeding.1  
Discussion  
I. WISPA AGREES THAT THE COMMISSION SHOULD DISTINGUISH 
BETWEEN SPECTRUM THAT IS “OCCUPIED” AND “FULLY OCCUPIED”  
Several commenters noted that a channel may not seem occupied because the spectrum is 
quiet for passive use, or the spectrum is reserved for critical emergency situations that may arise 
without warning.  Notably, t he National Academy of Sciences ’ Committee on Radio Frequencies 
(“CORF”) explain ed that the “NTIA and ITU definitions are likely not useful in addressing 
passive scientific usage of the spectrum.”2  The Alarm Industry Communicat ions Committee 
(“AICC”) also advised that the “Commission must be mindful of special considerations 
regarding public safety, central station alarm and critical infrastructure spectrum needs and 
 
1 Advancing Understanding of Non -Federal Spectrum Usage , Notice of Inquiry, WT Docket No. 23 -232 
(rel. Aug. 4, 2023) (“ NOI”). 
2 CORF Comments, WT Docket No. 23 -232 (filed Oct. 3, 2023) , at 8 .",0,WISPA Reply Comments Non-Federal Spectrum Use (23-232).pdf,WISPA – BROADBAND  WITHOUT BOUNDARIES,Advancing Understanding of Non-Federal Spectrum Usage
"2 
 recognize that there cannot be a one -size-fits-all approach to  measuring spectrum usage .”3  The 
National Public Safety Telecommunications Council (“NPSTC”) cautioned against adopting a 
single metric for evaluating spectrum usage because public safety and other critical systems 
design their systems to “include s uffic ient spectrum capacity to accommodate a surge in 
communications traffic that occurs during an unplanned incident or even a major planned 
event. ”4  Other commenters, such as the County of Los Angeles, California, Lockheed Martin  
Corporation , and the Sate llite Industry Association (“SIA”)  also assert ed that there should be 
different definitions of spectrum usage and that measuring spectrum usage solely as a function of 
how often the output exceeds a certain threshold over a given duration may not be appropri ate 
for all spectrum bands.5 
WISPA agrees that spectrum , which  may not seem to be utilized , may actually be fully 
occupied because it cannot accommodate additional users.  In its Comments, WISPA 
recommended that the Commission define “spectrum usage” by distinguishing between bands 
that are “occupied” and may be able to tolerate additional users, and those that are “fully 
occupied” and cannot accommodate additional users because additional usage would be 
“significantly detrimental to existing us ers.”6  WISPA explained that a band may not be fully 
occupied if a user is occupying only a portion of the band, is operating in a small geographic area 
 
3 AICC Comments, WT Docket No. 23 -232 (filed Oct. 3, 2023) , at 1 . 
4 NPSTC Comments, WT Docket No. 23 -232 (filed Oct. 3, 2023) , at 4 . 
5 See County of Los Angeles Comments, WT Docket No. 23 -232 (filed Oct. 3, 2023) , at 3 -4; Comments 
of Lockheed Martin  Corporation, WT Docket No. 23 -232 (filed Oct. 3, 2023) , at 3 ; Comments of SIA, 
WT Docket No. 23 -232 (filed Oct. 3, 2023) , at 2 . 
6 Comments of W ISPA – Broadband Without Boundaries , WT Docket No. 23 -232 (filed Oct. 3, 2023) 
(“WISPA Comments ”), at 3 -4.",1,WISPA Reply Comments Non-Federal Spectrum Use (23-232).pdf,WISPA – BROADBAND  WITHOUT BOUNDARIES,Advancing Understanding of Non-Federal Spectrum Usage
"3 
 within its licensed area (such as within the densely populated urban areas with little or no usage 
in sparsely populated rural areas), or only uses the spectrum during certain times.7  
II. THE COMMISSION ’S REVIEW  SHOULD NOT IGNORE AUCTIONED 
SPECTRUM  LICENSED ON AN EXCLUSIVE -USE BASIS  
The record overwhelmingly supports the Commission’s goal s of advancing its 
understanding of non -Federal spectrum usage8 and accurately defining the extent to which a set 
of frequencies is being utilized.9  Certain parties , however, perhaps out of fear that the 
Commission may determine their spectrum bands are not fully occupied and could become 
subject to spectrum sharing  or a change in the future allocation of spectrum , urge the  
Commission to avoid evaluating the usage  of their spectrum bands.   Rather than finding new 
opportunities to facilitate more efficient spectrum use and enable co -existence among users and 
services, these commenters argue that the Commission should not even evaluate whether bands 
licensed through auction for exclusive use ar e being fully utilized and suggest the Commission 
should instead engage in a more limited evaluation of only certain spectrum bands .   
CTIA asserts that mobile spectrum license holders have demonstrated that they already 
have enough market incentives to ma ke efficient use of their spectrum and, therefore, there is no 
need for the Commission to evaluate whether their spectrum is unused or underutilized.10  AT&T 
similarly implies that exclusive licensing and flexible use polices for mobile broadband services,  
combined with market incentives to invest means that the Commission does not need to examine 
 
7 Id. at 4.   
8 NOI at 1 ( ¶ 1) 
9 Id. at 5 ( ¶ 16). 
10 CTIA Comments, WT Docket No 23 -232 (filed Oct. 3, 2023)  (“CTUA Comments ”), at 3.",2,WISPA Reply Comments Non-Federal Spectrum Use (23-232).pdf,WISPA – BROADBAND  WITHOUT BOUNDARIES,Advancing Understanding of Non-Federal Spectrum Usage
"4 
 the spectrum efficiency of bands held by mobile carriers.11  Verizon also argues that “[g]iven 
these incentives and efforts, the Commission should recognize that the commercial wireless 
licensing model generates tremendous spectrum usage and efficiencies.”12 
The Commission should emphatically reject these arguments.  Unless the Commission 
engages in a comprehensive evaluation of the usage of all non -Federal spectru m bands, the study 
will be of limited use and will not serve the Commission’s goal to obtain more detailed and 
sophisticated knowledge of non -Federal spectrum usage.   
 WISPA disagrees with the fundamental premise that maximum efficiency is already 
“built in” to spectrum bands that are licensed for exclusive use, subject to current secondary 
market policies, and used to provide service in a competitive market.13  In its Comments, WISPA  
stated that “[c]urrent spectrum policies and buildout rules often do not  adequately consider the 
extent of spectrum usage, instead allowing spectrum to be warehoused or lie fallow.  A study of 
spectrum utilization can therefore provide valuable insights into how and w here spectrum can be 
more efficiently utilized and how and w here more spectrum can be made available to users 
where it is currently underutilized.”14  The Commission should not assume that all spectrum that 
has been auctioned for exclusive use is automatically being fully utilized.   Competition , the costs 
of acquir ing and deploying licensed spectrum in some areas and a lack of incentive to use 
spectrum in certain high-cost areas can all serve as reasons why a licensee  may not fully use 
licensed spectrum.   WISPA agrees with the Aerospace and Flight Test Radio Coordinating 
 
11 AT&T Comments, WT Docket No. 23 -232 (filed Oct. 3, 2023) , at 2 -3. 
12 Verizon Comments, WT Docket No. 23 -232 (filed Oct. 3, 2023) , at 5 . 
13 CTIA Comments  at 2. 
14 WISPA Comments at 3.",3,WISPA Reply Comments Non-Federal Spectrum Use (23-232).pdf,WISPA – BROADBAND  WITHOUT BOUNDARIES,Advancing Understanding of Non-Federal Spectrum Usage
